id,carat,cut,color,clarity,depth,table,x,y,z,price
8882,1.21,Ideal,F,SI1,61.1,55.0,6.87,6.85,4.19,6659
8883,0.85,Fair,I,SI1,65.8,65.0,5.88,5.79,3.84,2493
8884,0.33,Ideal,D,SI1,62.5,54.0,4.43,4.44,2.77,608
8885,1.55,Very Good,F,VS1,61.6,56.0,7.38,7.45,4.57,15658
8886,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,936
8887,0.6,Ideal,D,SI1,62.2,56.0,5.44,5.4,3.37,1996
8888,1.12,Ideal,I,VS2,61.2,54.0,6.74,6.77,4.13,5392
8889,0.9,Good,D,SI1,62.0,62.0,6.06,6.1,3.77,4187
8890,1.62,Ideal,I,SI2,62.2,57.0,7.51,7.57,4.69,8220
8891,0.65,Premium,G,VVS1,59.3,57.0,5.59,5.47,3.28,2510
8892,0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
8893,1.0,Very Good,F,IF,63.9,56.0,6.31,6.34,4.04,9248
8894,0.43,Premium,G,SI1,60.4,58.0,4.9,4.87,2.95,968
8895,1.53,Premium,I,VS1,62.4,59.0,7.34,7.3,4.57,10924
8896,0.53,Premium,G,VS2,61.2,57.0,5.26,5.19,3.2,1607
8897,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3945
8898,0.79,Premium,E,VS2,59.4,60.0,6.08,6.05,3.6,3230
8899,0.46,Good,E,VS2,60.9,62.0,4.93,4.96,3.01,1267
8900,1.07,Ideal,F,VS2,62.0,57.0,6.5,6.47,4.08,6459
8901,1.01,Good,G,VVS2,63.4,55.0,6.34,6.41,4.04,6843
8902,1.21,Very Good,G,VVS2,59.3,58.0,7.01,7.05,4.17,9942
8903,0.53,Very Good,J,SI1,61.5,56.0,5.18,5.21,3.19,1044
8904,1.04,Ideal,E,SI1,62.0,57.0,6.5,6.47,4.02,4613
8905,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,6676
8906,1.52,Premium,I,VS1,61.1,58.0,7.44,7.38,4.53,9557
8907,1.21,Very Good,F,VS2,62.9,54.0,6.78,6.82,4.28,8403
8908,1.54,Premium,G,VS2,61.8,58.0,7.43,7.39,4.58,13120
8909,0.3,Ideal,D,VS2,61.9,57.0,4.33,4.29,2.67,911
8910,2.06,Very Good,F,I1,58.7,61.0,8.31,8.33,4.88,9789
8911,2.02,Premium,I,SI1,62.1,58.0,8.1,8.04,5.01,11119
8912,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75,829
8913,0.51,Ideal,F,VS2,62.9,57.0,5.11,5.09,3.21,1687
8914,1.0,Very Good,F,SI1,61.8,58.0,6.37,6.44,3.96,5058
8915,0.26,Ideal,I,VS2,62.0,56.0,4.13,4.09,2.55,385
8916,0.55,Premium,E,VS2,61.1,58.0,5.28,5.3,3.23,1928
8917,0.79,Ideal,H,VVS1,62.0,56.0,5.92,5.96,3.68,3675
8918,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,6217
8919,1.5,Fair,G,SI1,65.5,58.0,7.16,7.12,4.68,8627
8920,0.9,Premium,D,SI2,61.0,61.0,6.17,6.15,3.76,3312
8921,0.55,Ideal,G,IF,60.9,57.0,5.28,5.3,3.22,2789
8922,0.4,Premium,H,VVS2,60.6,60.0,4.75,4.79,2.89,877
8923,0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67,447
8924,0.55,Ideal,I,SI2,60.4,56.0,5.32,5.36,3.23,1109
8925,1.0,Premium,D,SI1,61.4,58.0,6.37,6.43,3.93,5775
8926,0.5,Fair,G,I1,65.2,56.0,4.95,4.89,3.21,727
8927,0.9,Very Good,G,SI2,62.3,58.0,6.15,6.2,3.85,3398
8928,0.7,Very Good,E,VS2,62.9,57.0,5.66,5.69,3.57,2793
8929,1.51,Very Good,I,SI2,62.9,58.0,7.24,7.3,4.57,7139
8930,1.21,Premium,G,VS2,61.0,58.0,6.88,6.82,4.18,8504
8931,1.01,Premium,F,SI1,59.8,60.0,6.57,6.53,3.92,5345
8932,1.02,Ideal,G,VS2,62.4,57.0,6.47,6.36,4.0,5346
8933,0.31,Ideal,F,SI1,60.5,57.0,4.4,4.43,2.67,516
8934,0.41,Very Good,H,SI1,62.8,56.0,4.72,4.77,2.98,683
8935,0.32,Ideal,F,VS2,62.8,57.0,4.36,4.33,2.73,828
8936,1.01,Good,H,SI1,60.6,61.0,6.35,6.39,3.86,4242
8937,0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15,1878
8938,1.16,Premium,G,SI1,62.5,58.0,6.73,6.68,4.19,6132
8939,2.54,Very Good,H,SI2,63.5,56.0,8.68,8.65,5.5,16353
8940,1.06,Ideal,G,SI2,62.2,55.0,6.53,6.56,4.07,4459
8941,0.93,Fair,G,SI1,64.4,57.0,6.14,6.09,3.94,3358
8942,0.23,Very Good,F,VVS1,63.2,58.0,3.89,3.93,2.47,505
8943,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,7755
8944,0.86,Ideal,I,VS2,62.1,57.0,6.1,6.07,3.78,3121
8945,0.9,Good,E,SI1,63.8,61.0,6.08,6.05,3.87,3332
8946,0.33,Premium,D,SI1,60.4,60.0,4.46,4.41,2.68,780
8947,1.5,Good,E,SI1,63.9,54.0,7.26,7.2,4.62,11948
8948,0.54,Ideal,I,SI2,61.8,54.0,5.24,5.27,3.25,964
8949,0.35,Premium,H,VVS2,62.5,58.0,4.51,4.48,2.81,906
8950,0.52,Ideal,G,IF,61.7,56.0,5.19,5.15,3.19,2387
8951,1.03,Very Good,G,VS1,62.2,57.0,6.42,6.47,4.01,6539
8952,1.77,Premium,F,SI1,60.3,59.0,7.94,7.87,4.77,11965
8953,0.38,Premium,I,VS2,62.4,56.0,4.65,4.58,2.88,682
8954,1.24,Ideal,G,VVS2,61.4,58.0,6.88,6.92,4.24,10395
8955,0.3,Ideal,F,VS1,61.8,55.0,4.32,4.36,2.68,795
8956,0.54,Premium,G,VS1,61.1,59.0,5.2,5.24,3.19,1684
8957,0.73,Very Good,G,SI2,62.6,56.0,5.77,5.79,3.62,1986
8958,0.31,Premium,J,VS1,60.7,60.0,4.39,4.34,2.65,523
8959,1.22,Very Good,F,SI1,63.5,56.0,6.79,6.75,4.3,5329
8960,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,6451
8961,0.41,Premium,J,VS1,62.0,55.0,4.77,4.74,2.95,830
8962,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,10796
8963,1.1,Very Good,J,SI2,61.8,58.0,6.6,6.63,4.09,4283
8964,1.5,Fair,G,SI1,56.1,62.0,7.6,7.52,4.24,7300
8965,1.21,Premium,G,SI2,62.7,59.0,6.74,6.66,4.2,5405
8966,0.59,Ideal,G,VS2,62.6,54.0,5.38,5.32,3.35,1789
8967,0.39,Premium,H,SI1,62.0,60.0,4.71,4.65,2.9,834
8968,0.32,Premium,G,VS2,62.4,59.0,4.36,4.33,2.71,720
8969,0.3,Ideal,G,IF,61.7,55.0,4.31,4.34,2.67,895
8970,1.72,Premium,H,VS2,59.5,60.0,7.79,7.75,4.62,11455
8971,1.02,Premium,F,SI2,61.1,62.0,6.54,6.49,3.98,4057
8972,1.63,Very Good,I,SI1,62.0,54.0,7.6,7.67,4.73,9090
8973,0.42,Premium,G,SI1,62.7,58.0,4.75,4.79,2.99,687
8974,0.3,Ideal,H,SI1,60.9,58.0,4.31,4.33,2.63,450
8975,1.52,Very Good,H,VVS2,63.0,60.0,7.25,7.3,4.58,11904
8976,0.39,Very Good,E,SI1,59.1,59.0,4.76,4.81,2.83,670
8977,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,789
8978,0.41,Very Good,E,VS1,62.2,58.0,4.74,4.78,2.96,954
8979,0.52,Ideal,E,VVS1,59.9,57.0,5.28,5.24,3.15,2467
8980,0.41,Good,E,SI2,63.4,58.0,4.71,4.75,3.0,638
8981,0.4,Good,H,VS2,59.4,64.0,4.75,4.82,2.84,730
8982,0.37,Very Good,F,VS2,63.3,56.0,4.63,4.56,2.91,957
8983,0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,591
8984,0.71,Ideal,G,VVS2,62.5,57.0,5.73,5.7,3.57,3042
8985,0.31,Ideal,F,IF,62.1,54.0,4.38,4.41,2.73,914
8986,0.91,Very Good,F,SI1,61.4,58.0,6.19,6.23,3.81,3936
8987,0.32,Premium,H,SI1,62.6,55.0,4.38,4.37,2.74,591
8988,0.3,Fair,F,VS1,61.7,66.0,4.25,4.31,2.64,593
8989,0.7,Ideal,F,VS2,61.6,55.0,5.72,5.75,3.53,3064
8990,0.9,Premium,F,SI2,59.9,59.0,6.32,6.27,3.77,3803
8991,0.5,Premium,E,SI1,61.4,59.0,5.09,5.01,3.1,1155
8992,0.3,Ideal,F,VS1,62.6,57.0,4.34,4.29,2.7,731
8993,1.09,Ideal,F,VVS2,62.1,56.0,6.55,6.59,4.08,10246
8994,0.34,Ideal,H,VS1,62.5,57.0,4.43,4.46,2.78,596
8995,0.32,Ideal,D,VS2,61.5,56.0,4.44,4.41,2.72,972
8996,0.52,Premium,D,VS2,60.6,56.0,5.25,5.22,3.17,1919
8997,0.66,Ideal,E,SI2,62.4,56.0,5.61,5.55,3.48,1584
8998,0.7,Very Good,F,VS2,62.1,58.0,5.68,5.72,3.54,2400
8999,0.47,Premium,G,SI1,58.8,58.0,5.11,5.06,2.99,1086
9000,1.05,Good,F,SI1,57.9,62.0,6.68,6.73,3.88,4729
9001,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,16505
9002,0.26,Very Good,E,VVS1,61.4,58.0,4.12,4.15,2.54,597
9003,0.91,Fair,D,VS2,65.7,58.0,6.04,5.99,3.95,4107
9004,1.03,Premium,G,VS2,62.2,56.0,6.51,6.48,4.04,5814
9005,0.9,Very Good,E,SI2,59.4,58.0,6.31,6.35,3.76,3872
9006,0.3,Ideal,D,VS2,62.4,55.0,4.3,4.32,2.69,616
9007,0.79,Premium,H,VS2,61.1,59.0,5.96,5.93,3.63,2362
9008,1.06,Ideal,J,VS2,62.4,54.0,6.51,6.57,4.08,4643
9009,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,7389
9010,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1439
9011,0.42,Ideal,D,VVS1,62.8,56.0,4.8,4.76,3.0,1621
9012,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1080
9013,0.92,Ideal,F,SI1,62.8,56.0,6.14,6.18,3.87,4232
9014,0.7,Ideal,D,VS2,62.3,55.0,5.67,5.7,3.54,3092
9015,0.42,Ideal,D,SI1,61.8,57.0,4.77,4.81,2.96,810
9016,0.82,Premium,J,SI1,61.2,58.0,6.04,5.99,3.68,2283
9017,0.3,Ideal,D,VS2,62.4,56.0,4.32,4.27,2.68,911
9018,0.31,Ideal,G,VS2,61.8,57.0,4.36,4.34,2.69,698
9019,0.52,Premium,G,VS2,61.0,60.0,5.19,5.13,3.15,1577
9020,0.41,Premium,D,SI2,59.9,60.0,4.8,4.78,2.87,795
9021,1.12,Very Good,D,SI2,61.2,60.0,6.63,6.67,4.07,5233
9022,0.5,Ideal,F,IF,62.0,55.0,5.09,5.13,3.17,2645
9023,0.43,Ideal,I,VVS2,60.9,57.0,4.85,4.9,2.97,929
9024,0.37,Premium,E,VS2,61.5,58.0,4.61,4.66,2.85,811
9025,1.0,Ideal,G,VVS1,61.9,57.0,6.39,6.43,3.97,8217
9026,0.4,Premium,F,SI2,59.6,58.0,4.85,4.81,2.88,864
9027,1.03,Ideal,F,SI1,62.0,56.0,6.47,6.5,4.02,5974
9028,1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,10931
9029,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1148
9030,2.12,Premium,H,SI2,61.5,59.0,8.26,8.21,5.06,13460
9031,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,9263
9032,1.65,Ideal,I,SI1,61.7,55.0,7.6,7.63,4.7,10365
9033,1.04,Ideal,G,VS2,60.8,57.0,6.55,6.57,3.99,6529
9034,0.39,Very Good,G,SI1,62.4,58.0,4.67,4.72,2.93,684
9035,0.71,Ideal,D,VS2,60.9,56.0,5.76,5.79,3.52,4029
9036,0.7,Very Good,I,SI2,63.5,56.0,5.63,5.59,3.56,1801
9037,0.32,Ideal,D,VS2,62.1,53.0,4.42,4.44,2.75,671
9038,0.71,Premium,F,VS1,58.6,62.0,5.88,5.82,3.43,3082
9039,0.4,Good,I,VVS2,59.7,62.0,4.75,4.79,2.85,750
9040,0.41,Ideal,E,VVS1,61.5,56.0,4.81,4.82,2.96,1444
9041,0.25,Very Good,E,VS1,59.9,56.0,4.1,4.15,2.47,436
9042,0.6,Ideal,D,VS2,60.4,57.0,5.49,5.53,3.33,2019
9043,0.53,Very Good,F,IF,59.6,58.0,5.28,5.32,3.16,2395
9044,0.91,Good,G,SI2,63.6,56.0,6.14,6.09,3.89,3610
9045,1.0,Premium,F,VS2,61.9,59.0,6.36,6.41,3.95,6521
9046,0.91,Good,H,VS1,57.8,61.0,6.4,6.36,3.69,4566
9047,1.0,Good,E,SI2,63.3,58.0,6.32,6.35,4.01,4496
9048,1.25,Ideal,F,VS1,61.7,56.0,6.93,6.92,4.27,9996
9049,0.34,Premium,D,SI2,60.7,61.0,4.51,4.45,2.72,650
9050,0.41,Ideal,I,VVS2,61.6,56.0,4.79,4.82,2.96,753
9051,1.0,Premium,G,VVS1,61.3,62.0,6.37,6.35,3.9,7644
9052,0.42,Ideal,F,VVS1,61.5,56.0,4.85,4.87,2.99,1223
9053,1.06,Ideal,H,SI1,62.1,56.0,6.51,6.57,4.06,5020
9054,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,14673
9055,0.55,Ideal,E,VS1,62.2,55.0,5.26,5.22,3.26,2079
9056,0.7,Very Good,F,SI1,61.4,59.0,5.67,5.7,3.49,2312
9057,0.51,Ideal,E,SI1,60.8,57.0,5.17,5.22,3.16,1437
9058,1.22,Ideal,H,SI2,61.0,57.0,6.88,6.93,4.2,5502
9059,1.01,Fair,H,SI1,64.6,55.0,6.29,6.25,4.05,4191
9060,1.27,Ideal,H,VS1,61.4,56.0,6.95,6.97,4.27,8652
9061,0.51,Ideal,G,SI1,61.7,58.0,5.12,5.15,3.17,1287
9062,0.4,Very Good,D,VS1,59.4,60.0,4.77,4.83,2.85,952
9063,0.42,Ideal,H,IF,61.9,56.0,4.81,4.79,2.97,1273
9064,0.5,Very Good,G,VVS1,63.3,56.0,5.1,5.07,3.22,2070
9065,0.33,Ideal,E,VVS2,61.0,57.0,4.46,4.49,2.73,802
9066,0.41,Fair,D,VVS2,64.5,57.0,4.68,4.65,3.01,1089
9067,0.34,Premium,J,VS1,61.7,58.0,4.47,4.41,2.74,574
9068,1.15,Ideal,H,VS2,62.6,57.0,6.75,6.69,4.21,5989
9069,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,7975
9070,0.7,Good,D,SI2,63.3,56.0,5.6,5.65,3.56,2264
9071,0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,3400
9072,0.54,Ideal,D,SI1,62.1,56.0,5.25,5.21,3.25,1786
9073,1.2,Ideal,I,SI1,62.4,57.0,6.75,6.8,4.23,5535
9074,0.34,Ideal,G,IF,61.6,56.0,4.51,4.48,2.77,1084
9075,0.63,Very Good,H,VS1,61.1,57.0,5.5,5.54,3.37,1991
9076,0.31,Premium,H,VS2,60.0,60.0,4.43,4.4,2.65,628
9077,1.15,Ideal,G,VS2,61.4,57.0,6.78,6.74,4.15,6492
9078,0.32,Ideal,I,VVS1,61.7,55.0,4.39,4.4,2.71,589
9079,1.01,Very Good,D,SI2,60.8,61.0,6.45,6.5,3.94,4260
9080,1.01,Very Good,E,VS2,59.9,57.0,6.52,6.57,3.92,6622
9081,0.33,Ideal,D,VS2,62.6,56.0,4.39,4.43,2.76,781
9082,0.3,Ideal,F,VS2,63.0,55.0,4.29,4.28,2.7,673
9083,0.94,Premium,G,SI1,61.9,57.0,6.29,6.24,3.88,4106
9084,0.51,Premium,F,VS2,61.4,58.0,5.13,5.09,3.14,1619
9085,1.31,Ideal,G,VS1,62.2,56.0,7.05,7.01,4.37,10071
9086,0.31,Ideal,G,SI1,61.7,55.0,4.38,4.4,2.71,627
9087,1.51,Premium,H,SI2,61.4,60.0,7.37,7.31,4.51,8033
9088,0.7,Premium,I,VS1,62.9,61.0,5.64,5.62,3.54,2234
9089,1.21,Ideal,H,VS2,61.9,55.0,6.86,6.8,4.23,7250
9090,0.31,Good,D,SI1,63.9,54.0,4.3,4.27,2.74,732
9091,0.3,Good,H,SI2,63.9,56.0,4.24,4.27,2.72,368
9092,0.34,Ideal,H,VS2,62.6,54.0,4.5,4.45,2.8,689
9093,0.3,Very Good,F,VS2,58.8,60.0,4.37,4.41,2.58,524
9094,1.21,Good,J,SI2,63.7,55.0,6.75,6.81,4.32,4192
9095,1.54,Premium,I,VS1,61.6,58.0,7.42,7.39,4.56,10349
9096,0.46,Very Good,E,VS1,58.7,60.0,5.08,5.15,3.0,1452
9097,0.54,Ideal,H,VVS1,61.8,55.0,5.21,5.24,3.23,1846
9098,0.3,Very Good,D,SI1,61.3,60.0,4.26,4.32,2.63,552
9099,0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,3740
9100,0.31,Premium,H,VVS1,62.6,58.0,4.29,4.33,2.7,707
9101,0.34,Premium,H,VVS2,61.4,58.0,4.5,4.46,2.75,880
9102,0.51,Ideal,G,VS1,62.1,55.0,5.17,5.14,3.2,1781
9103,0.33,Premium,I,VS2,60.6,58.0,4.44,4.47,2.7,463
9104,0.31,Ideal,E,VS2,61.4,54.0,4.38,4.41,2.7,680
9105,0.39,Very Good,J,VVS1,62.5,58.0,4.61,4.67,2.9,718
9106,0.81,Ideal,F,VVS2,62.2,53.9,5.97,6.01,3.72,4926
9107,0.56,Ideal,G,VS1,61.8,55.0,5.28,5.37,3.29,1712
9108,0.31,Premium,I,VVS2,59.4,59.0,4.41,4.44,2.63,544
9109,0.42,Ideal,H,IF,61.7,55.0,4.82,4.84,2.98,1216
9110,0.3,Very Good,I,SI1,63.5,57.0,4.26,4.24,2.7,506
9111,0.65,Ideal,D,VVS1,61.8,57.0,5.54,5.56,3.43,4022
9112,1.0,Good,G,SI2,57.4,60.0,6.63,6.53,3.78,3941
9113,2.02,Premium,I,SI2,59.4,59.0,8.21,8.25,4.89,14211
9114,0.84,Premium,G,SI2,62.6,58.0,6.01,5.98,3.75,2573
9115,1.15,Premium,D,SI1,63.0,57.0,6.69,6.64,4.2,6942
9116,0.38,Good,E,VVS1,62.4,64.0,4.59,4.61,2.87,904
9117,0.31,Very Good,H,VVS2,61.2,60.0,4.37,4.39,2.68,625
9118,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,789
9119,1.01,Very Good,E,SI1,61.5,60.0,6.39,6.42,3.94,5372
9120,0.85,Ideal,G,SI1,62.2,56.0,6.06,6.09,3.78,3403
9121,1.51,Very Good,H,SI2,62.3,58.0,7.31,7.35,4.57,9107
9122,0.87,Ideal,H,SI2,63.0,57.0,6.07,6.02,3.81,2307
9123,1.11,Ideal,H,SI2,63.5,60.0,6.58,6.49,4.15,4538
9124,0.41,Very Good,H,VVS1,59.5,58.0,4.82,4.86,2.88,991
9125,0.43,Ideal,D,SI1,61.6,56.0,4.86,4.82,2.98,1036
9126,0.5,Ideal,F,VS2,62.7,56.0,5.07,5.1,3.19,1691
9127,0.71,Premium,E,SI1,61.7,61.0,5.76,5.74,3.55,2629
9128,0.53,Premium,I,VS1,62.3,58.0,5.26,5.18,3.25,1383
9129,2.46,Ideal,G,SI2,63.0,56.0,8.6,8.52,5.44,15745
9130,0.42,Very Good,F,VS2,60.1,61.0,4.84,4.88,2.92,790
9131,1.51,Premium,G,VS1,59.5,59.0,7.45,7.41,4.42,14156
9132,0.71,Ideal,G,VS1,60.7,57.0,5.76,5.8,3.51,3431
9133,0.3,Ideal,D,VS2,59.5,56.0,4.37,4.41,2.61,606
9134,0.3,Good,D,SI2,60.8,65.0,4.26,4.29,2.6,414
9135,0.54,Ideal,D,VS2,61.8,56.0,5.24,5.21,3.23,1993
9136,1.01,Premium,G,VS2,61.8,59.0,6.45,6.4,3.97,5946
9137,0.72,Premium,I,SI1,61.5,59.0,5.78,5.73,3.54,2262
9138,0.24,Good,F,VS1,60.8,64.0,3.96,4.0,2.42,373
9139,0.92,Very Good,D,SI1,62.9,56.0,6.18,6.22,3.9,4676
9140,0.3,Premium,F,VS2,60.6,60.0,4.36,4.39,2.65,605
9141,1.36,Fair,J,SI2,67.8,55.0,6.73,6.66,4.54,4158
9142,1.01,Very Good,D,SI1,63.1,60.0,6.39,6.32,4.01,5543
9143,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,682
9144,0.41,Very Good,D,VS2,62.1,53.0,4.78,4.82,2.98,912
9145,0.53,Good,G,SI1,63.8,56.0,5.14,5.18,3.29,1268
9146,0.32,Ideal,I,VS1,62.1,57.0,4.42,4.37,2.73,605
9147,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,6467
9148,0.77,Very Good,D,SI1,59.9,59.0,5.9,5.95,3.55,3241
9149,0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,698
9150,0.5,Ideal,E,VS2,62.6,54.0,5.11,5.08,3.19,1746
9151,0.31,Ideal,H,VS2,61.5,57.0,4.38,4.33,2.68,628
9152,1.04,Very Good,F,VS2,59.0,57.0,6.64,6.69,3.93,6405
9153,2.19,Premium,I,SI2,60.8,60.0,8.38,8.34,5.08,15169
9154,1.0,Premium,G,SI2,62.2,59.0,6.39,6.35,3.96,4480
9155,1.51,Ideal,H,SI1,62.3,54.0,7.37,7.33,4.58,11163
9156,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5652
9157,0.54,Ideal,H,VS1,61.3,55.9,5.23,5.27,3.21,1633
9158,0.43,Ideal,H,VS1,61.2,56.0,4.87,4.9,2.99,850
9159,0.78,Very Good,D,VS2,62.2,56.0,5.85,5.91,3.66,3668
9160,0.38,Ideal,E,VS1,61.6,56.0,4.67,4.65,2.87,1069
9161,2.26,Ideal,G,SI2,61.9,57.0,8.44,8.36,5.2,12831
9162,0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75,743
9163,1.64,Ideal,E,SI1,60.7,55.0,7.67,7.64,4.65,9801
9164,1.52,Good,G,VS1,64.0,58.0,7.22,7.18,4.61,13903
9165,1.53,Ideal,G,SI1,62.4,57.0,7.33,7.41,4.6,11230
9166,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,676
9167,0.32,Ideal,H,VS2,61.5,56.0,4.4,4.38,2.7,648
9168,1.13,Premium,D,SI2,62.0,58.0,6.64,6.68,4.13,5280
9169,1.08,Ideal,D,SI1,61.8,56.0,6.62,6.69,4.11,6078
9170,0.54,Premium,D,VS2,61.6,56.0,5.24,5.18,3.21,1627
9171,0.9,Good,D,SI1,58.5,63.0,6.21,6.3,3.66,4469
9172,0.71,Good,E,SI1,61.5,61.0,5.64,5.67,3.48,2573
9173,1.21,Ideal,E,SI1,61.8,56.0,6.82,6.86,4.23,8863
9174,1.01,Premium,I,SI1,62.7,59.0,6.43,6.36,4.01,3959
9175,0.36,Ideal,G,VVS1,62.1,56.0,4.58,4.6,2.85,884
9176,0.34,Ideal,D,VVS2,60.1,57.0,4.54,4.58,2.74,918
9177,0.44,Ideal,H,SI2,62.3,54.0,4.89,4.93,3.06,654
9178,0.33,Ideal,E,VVS1,61.7,56.0,4.46,4.42,2.74,1052
9179,0.35,Ideal,G,VS1,61.9,55.0,4.51,4.53,2.8,706
9180,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,2982
9181,1.08,Ideal,F,VS1,62.1,53.0,6.6,6.64,4.11,8321
9182,0.53,Very Good,D,SI1,63.4,58.0,5.15,5.11,3.25,1636
9183,0.4,Very Good,G,SI1,63.4,58.0,4.71,4.66,2.97,840
9184,2.4,Ideal,H,SI2,62.0,55.0,8.57,8.6,5.32,18374
9185,0.31,Premium,G,VVS1,62.5,57.0,4.4,4.3,2.72,1046
9186,0.91,Good,F,VS1,63.5,56.0,6.14,6.18,3.91,4823
9187,1.09,Very Good,D,SI2,59.2,63.0,6.67,6.71,3.96,4244
9188,0.76,Ideal,G,VVS2,62.0,56.0,5.86,5.88,3.64,3927
9189,0.33,Ideal,E,VS2,59.3,58.0,4.53,4.51,2.68,681
9190,1.5,Fair,G,VS2,66.2,53.0,7.12,7.08,4.7,10644
9191,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2956
9192,0.5,Ideal,D,VS1,60.6,57.0,5.15,5.18,3.13,2454
9193,0.52,Ideal,H,VVS1,61.0,56.0,5.17,5.21,3.17,1748
9194,1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,5729
9195,0.36,Ideal,E,VVS2,62.0,54.0,4.56,4.6,2.84,887
9196,0.92,Very Good,I,SI1,63.7,58.0,6.12,6.18,3.92,3345
9197,0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84,789
9198,1.2,Premium,H,SI1,58.9,60.0,7.02,6.94,4.11,6129
9199,1.71,Very Good,I,SI1,62.4,59.0,7.63,7.6,4.75,10681
9200,0.72,Ideal,E,VS1,62.6,55.0,5.7,5.73,3.58,3275
9201,0.55,Premium,G,SI2,61.2,59.0,5.3,5.26,3.23,1069
9202,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,1438
9203,0.41,Ideal,G,SI1,62.6,54.0,4.74,4.78,2.98,719
9204,1.74,Premium,I,SI1,58.7,60.0,7.9,7.84,4.62,11020
9205,1.35,Very Good,I,SI2,58.6,63.0,7.28,7.19,4.24,5579
9206,0.32,Ideal,H,VS2,61.3,55.0,4.4,4.44,2.71,505
9207,1.06,Very Good,E,VVS2,63.4,55.0,6.46,6.51,4.11,9680
9208,1.17,Premium,F,I1,62.2,58.0,6.76,6.72,4.19,3984
9209,1.11,Very Good,D,VS2,63.2,57.0,6.64,6.61,4.18,8006
9210,0.42,Ideal,E,SI2,62.4,55.0,4.77,4.81,2.99,700
9211,0.93,Very Good,J,VS2,61.1,59.0,6.32,6.34,3.87,3180
9212,0.43,Good,H,VVS1,60.0,61.0,4.91,4.93,2.95,1000
9213,0.31,Ideal,H,IF,61.2,56.0,4.36,4.4,2.68,789
9214,1.0,Premium,E,SI1,61.6,59.0,6.38,6.41,3.94,5500
9215,0.52,Ideal,G,VVS2,59.8,57.0,5.26,5.24,3.14,2012
9216,0.71,Very Good,G,SI2,62.4,59.0,5.68,5.7,3.55,2171
9217,0.3,Ideal,D,VS2,61.8,55.0,4.34,4.3,2.67,911
9218,0.55,Ideal,I,SI1,61.4,54.0,5.3,5.35,3.27,1076
9219,0.72,Ideal,H,SI1,61.8,54.0,5.76,5.8,3.57,2359
9220,0.61,Very Good,G,VS2,63.0,58.0,5.4,5.43,3.41,1675
9221,0.63,Very Good,E,SI1,61.0,57.6,5.48,5.51,3.36,1952
9222,1.01,Ideal,G,VVS2,60.6,57.0,6.54,6.5,3.95,7366
9223,0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,1098
9224,0.3,Very Good,E,VS1,63.4,55.0,4.26,4.29,2.71,660
9225,0.38,Very Good,F,SI1,61.7,58.0,4.66,4.73,2.89,672
9226,0.84,Ideal,D,VVS1,62.0,54.0,6.04,6.08,3.76,6399
9227,0.57,Very Good,E,VS1,62.9,57.0,5.27,5.29,3.32,1883
